description,subcategory,,a
"DF264, ISR 11797323 operated by Solange Soares, s448788; had one item missing: 1905 photofast iFlash Drive HD in drawer 12 The opening seals also didn't correspond to the ones mentioned in the machine Opening seals: B020215918; B020215917; B020215916",Duty Free Items,,250
"Two items are missing 2144 9 (Daniel Wellington Classic Black Sheffield Watch), 1905 12 (PhotoFast iFlash 32GB HD Drive)  One item is extra 2149 5 (Cabeau AIR EVOLUTION BLUE) It shows NIL on the paper, but actually there is one And the amount can not",Duty Free Items,,250
"Hhc is INOP, shows this messages when you try to sign in (this device has been uploaded You can only login with a Bond ID)  Opening seal 020749348, 020749349, 020749347 Closing seals,7501053064, 7501053065, 7501053066 Unable to do an individual count",Equipment,,250
2 Items of 2113  EK Dual USB Charger (Drawer 11) was missing    HHHC was inoperative and paperwork was done manually   Please note that the item 2133   Revlon Make up palette was transferred out by previous crew as per the note left inside the cart (,Duty Free Items,,250
Duty free handheld broken Handheld terminal number : BA00363 CF card label: UAE 1868 ISR:117945780001 DF cart: 171 Device malfunctioned and would not load correctly I was unable to close out duty free and print out the closing stock and sales summary,Equipment,,250
"1 Duty free item number 1896 from drawer 11 has been sold without swiping the credit card Item has been refunded and sale again, this time swiping the credit card But in the HHC it didn't show the item refunded and counted as 2 of the same items sold",Paper Work,,250
"Upon arrival into HKT, ground staff informed me that he found white seals on two DF118 containers instead of green seals Hence, he did not want to place yellow DF seals from HKT over these containers   L1 379397 Vichamai Nimkittikul went to check the",Seals,,250
"When I opened my DF611, the HHC inside the cart was programmed for DF612   When DF operator Rebecca Sweeny (424935) opened her DF cart DF612 the HHC computer inside was programmed for DF611   All seal numbers on the actual cart and containers for DF6",Equipment,,250
"When I opened my DF611, the HHC inside the cart was programmed for DF612   When DF operator Rebecca Sweeny (424935) opened her DF cart DF612 the HHC computer inside was programmed for DF611   All seal numbers on the actual cart and containers for DF6",Equipment,,250
DF Cart 403 had no seal out of Dubai   Item 2057 drawer 6 Ferner Divine Eye Watch seemed to be missing   During the flight it was discovered that the HHC were in the opposite cart   item quantity changed on HHC   Item 2057 drawer 6 was in DF cart 404,Seals,,250
"HHC was inop on sector BKK HKG BKK and BKK DXB on flight number EK385  No closing stock was available  Manual Paperwork was done and the below items were found missing from cartDrawers DF341  2062x1, 2187x1, 1698x1, 2118x1, 2012x1, 1905x1, 237 x1  Jo",Duty Free Items,,250
"DF cart 341 handheld computer was inoperative   I was unable to login for the sector BKK HKG BKK   Although batteries were changed, HHC remained inoperative   Managed to count the items from the closing stock slip left from the previous crew (DXB   B",Equipment,,250
HHC stopped working before flight could be closed so no closing stock or sales summary printed   All 4 batteries diedTHE ones in the HHC and the spares too( 02 nos)   Sales item: 2137 drawer 3   Emirates USB Lightening Dual charger cable 3 in 1   Ite,Duty Free Items,,250
"Customer wanted 02 Perfumes Mont Blanc code 2155 9 located inside drawer 09   Transfer in was done from Duty Free cart DF300 to DF299   Customer decided not to buy the items   Both items 2155 9 remained inside cart 299, however, one of them on the pr",Duty Free Items,,250
"Incorrect seal numbers used to close DF     When opening DF 392, I realized the fact that the previous DF operator had sealed the cart with the incorrect seal numbers  Previous DF operator had used 3 seals and checked different seal numbers  For this",Seals,,250
"First class customer seated at 3A ordered 7 items that includes 4 perfumes   He was entitled for 110 AED discount   Later on, he asked to changed one of the perfumes to another one and it was of the same value   It was the Roja perfume that was retur",Special Offers,,250
"Duty Free could not be done because HHC was defective  It had a defective equipment sticker from previous crew, noted Do Not Use  Duty Free could not be counted as the previous crew had made sales but the manual paperwork that was completed was the o",DF not done,,250
Duty Free on the Right hand side had carts and containers with different numbers   One cart and one container labelled 1125 and the second container labelled 1003   Container 1003 had drawers 11 and 12 inside   The other Duty Free (Left hand side) we,Equipment,,250
"Customer claimed he bought an item on 4th of March 2018   Item number 2097 1 : TRU VIRTU Click & Slide Hi Tech Wallet   Customer was grovelling from DUR to BNE   As per the customer, Item is defective and he required a replacement because he likes th",Duty Free Items,,250
